t_ms,wref,wl,wr,dl,dr
3754,-6.000,-5.836,-5.952,-0.230,-0.228
3759,-6.000,-5.776,-5.836,-0.233,-0.234
3764,-6.000,-6.207,-5.776,-0.212,-0.237
3769,-6.000,-5.967,-5.745,-0.224,-0.239
3774,-6.000,-5.843,-6.191,-0.230,-0.217
3779,-6.000,-5.779,-5.958,-0.233,-0.228
3784,-6.000,-5.747,-5.839,-0.235,-0.234
3789,-6.000,-5.730,-5.777,-0.236,-0.238
3794,-6.000,-6.183,-5.746,-0.214,-0.240
3799,-6.000,-5.955,-6.191,-0.225,-0.218
3804,-6.000,-5.837,-5.959,-0.231,-0.229
3809,-6.000,-5.776,-5.839,-0.234,-0.235
3814,-6.000,-6.207,-5.777,-0.213,-0.238
3819,-6.000,-5.967,-6.208,-0.225,-0.217
3824,-6.000,-5.843,-5.967,-0.231,-0.229
3829,-6.000,-5.780,-5.843,-0.234,-0.235
3834,-6.000,-5.747,-5.780,-0.236,-0.238
3839,-6.000,-5.730,-5.747,-0.237,-0.240
3844,-6.000,-6.183,-5.730,-0.215,-0.241
3849,-6.000,-5.955,-5.721,-0.226,-0.242
3854,-6.000,-5.837,-6.179,-0.232,-0.219
3859,-6.000,-5.776,-5.952,-0.235,-0.231
3864,-6.000,-6.207,-5.836,-0.214,-0.236
3869,-6.000,-5.967,-6.238,-0.226,-0.216
3874,-6.000,-5.843,-5.983,-0.232,-0.229
3879,-6.000,-5.780,-5.851,-0.235,-0.236
3884,-6.000,-5.747,-5.784,-0.237,-0.239
3889,-6.000,-5.730,-5.749,-0.238,-0.241
3894,-6.000,-6.183,-5.731,-0.216,-0.242
3899,-6.000,-5.955,-6.184,-0.227,-0.220
3904,-6.000,-5.837,-5.955,-0.233,-0.231
3909,-6.000,-6.238,-5.837,-0.213,-0.237
3914,-6.000,-5.983,-5.776,-0.226,-0.240
3919,-6.000,-5.851,-6.207,-0.232,-0.219
3924,-6.000,-5.784,-5.967,-0.236,-0.231
3929,-6.000,-5.749,-5.843,-0.238,-0.237
3934,-6.000,-6.193,-5.780,-0.216,-0.240
3939,-6.000,-5.960,-5.747,-0.227,-0.242
3944,-6.000,-5.839,-6.192,-0.233,-0.220
3949,-6.000,-6.240,-5.959,-0.213,-0.232
3954,-6.000,-5.984,-5.839,-0.226,-0.238
3959,-6.000,-5.852,-6.239,-0.233,-0.218
3964,-6.000,-5.784,-5.983,-0.236,-0.230
3969,-6.000,-5.749,-5.852,-0.238,-0.237
3974,-6.000,-5.731,-5.784,-0.239,-0.240
3979,-6.000,-6.184,-5.749,-0.217,-0.242
3984,-6.000,-5.955,-6.193,-0.228,-0.220
3989,-6.000,-5.837,-5.960,-0.234,-0.232
3994,-6.000,-6.238,-5.839,-0.214,-0.238
3999,-6.000,-5.983,-5.778,-0.227,-0.241
4004,-6.000,-5.851,-6.208,-0.233,-0.220
4009,-6.000,-5.784,-5.967,-0.237,-0.232
4014,-6.000,-5.749,-5.843,-0.239,-0.238
4019,-6.000,-6.193,-5.780,-0.217,-0.241
4024,-6.000,-5.960,-5.747,-0.228,-0.243
4029,-6.000,-5.839,-6.192,-0.234,-0.221
4034,-6.000,-6.240,-5.959,-0.214,-0.233
4039,-6.000,-5.984,-5.839,-0.227,-0.239
4044,-6.000,-5.852,-6.239,-0.234,-0.219
4049,-6.000,-5.784,-5.983,-0.237,-0.231
4054,-6.000,-5.749,-5.852,-0.239,-0.238
4059,-6.000,-6.193,-5.784,-0.217,-0.242
4064,-6.000,-5.960,-5.749,-0.229,-0.244
4069,-6.000,-5.839,-6.193,-0.235,-0.222
4074,-6.000,-6.240,-5.960,-0.215,-0.233
4079,-6.000,-5.984,-5.839,-0.227,-0.239
4084,-6.000,-5.852,-6.240,-0.234,-0.219
4089,-6.000,-5.784,-5.984,-0.238,-0.232
4094,-6.000,-5.749,-5.852,-0.240,-0.238
4099,-6.000,-6.193,-5.784,-0.218,-0.242
4104,-6.000,-5.960,-5.749,-0.229,-0.244
4109,-6.000,-5.839,-6.193,-0.235,-0.222
4114,-6.000,-6.240,-5.960,-0.215,-0.233
4119,-6.000,-5.984,-5.839,-0.228,-0.239
4124,-6.000,-5.852,-6.240,-0.234,-0.220
4129,-6.000,-5.784,-5.984,-0.238,-0.232
4134,-6.000,-5.749,-5.852,-0.240,-0.239
4139,-6.000,-6.193,-5.784,-0.218,-0.242
4144,-6.000,-5.960,-6.211,-0.229,-0.221
4149,-6.000,-5.839,-5.969,-0.235,-0.233
4154,-6.000,-6.240,-5.844,-0.216,-0.239
4159,-6.000,-5.984,-6.242,-0.228,-0.220
4164,-6.000,-5.852,-5.985,-0.235,-0.232
4169,-6.000,-5.784,-5.852,-0.238,-0.239
4174,-6.000,-5.749,-5.784,-0.240,-0.242
4179,-6.000,-6.193,-5.749,-0.218,-0.244
4184,-6.000,-5.960,-6.193,-0.230,-0.222
4189,-6.000,-6.301,-5.960,-0.213,-0.234
4194,-6.000,-6.015,-5.839,-0.227,-0.240
4199,-6.000,-5.868,-6.240,-0.234,-0.220
4204,-6.000,-5.792,-5.984,-0.238,-0.233
4209,-6.000,-5.753,-5.852,-0.240,-0.239
4214,-6.000,-6.195,-5.784,-0.218,-0.243
4219,-6.000,-5.961,-5.749,-0.230,-0.245
4224,-6.000,-5.840,-6.193,-0.236,-0.223
4229,-6.000,-5.778,-5.960,-0.239,-0.234
4234,-6.000,-6.208,-5.839,-0.218,-0.240
4239,-6.000,-5.967,-6.240,-0.230,-0.221
4244,-6.000,-5.843,-5.984,-0.236,-0.233
4249,-6.000,-5.780,-5.852,-0.239,-0.240
4254,-6.000,-6.209,-5.784,-0.218,-0.243
4259,-6.000,-5.968,-6.211,-0.230,-0.222
4264,-6.000,-5.844,-5.969,-0.236,-0.234
4269,-6.000,-6.242,-5.844,-0.216,-0.240
4274,-6.000,-5.985,-6.242,-0.229,-0.221
4279,-6.000,-5.852,-5.985,-0.236,-0.233
4284,-6.000,-5.784,-5.852,-0.239,-0.240
4289,-6.000,-6.211,-5.784,-0.218,-0.243
4294,-6.000,-5.969,-6.211,-0.230,-0.222
4299,-6.000,-5.844,-5.969,-0.236,-0.234
4304,-6.000,-6.242,-5.844,-0.217,-0.240
4309,-6.000,-5.985,-5.780,-0.229,-0.244
4314,-6.000,-5.852,-6.209,-0.236,-0.223
4319,-6.000,-5.784,-5.968,-0.239,-0.234
4324,-6.000,-5.749,-5.844,-0.241,-0.241
4329,-6.000,-6.193,-5.780,-0.219,-0.244
4334,-6.000,-5.960,-6.209,-0.231,-0.223
4339,-6.000,-6.301,-5.968,-0.214,-0.235
4344,-6.000,-6.015,-6.306,-0.228,-0.218
4349,-6.000,-5.868,-6.018,-0.235,-0.232
4354,-6.000,-5.792,-5.869,-0.239,-0.239
4359,-6.000,-5.753,-5.793,-0.241,-0.243
4364,-6.000,-6.195,-5.754,-0.219,-0.245
4369,-6.000,-5.961,-6.195,-0.231,-0.223
4374,-6.000,-6.302,-5.961,-0.214,-0.235
4379,-6.000,-6.016,-5.840,-0.228,-0.241
4384,-6.000,-5.868,-6.240,-0.235,-0.221
4389,-6.000,-5.792,-5.984,-0.239,-0.234
4394,-6.000,-5.753,-5.852,-0.241,-0.240
4399,-6.000,-6.195,-5.784,-0.220,-0.244
4404,-6.000,-5.961,-6.211,-0.231,-0.223
4409,-6.000,-6.302,-5.969,-0.214,-0.235
4414,-6.000,-6.016,-5.844,-0.228,-0.241
4419,-6.000,-5.868,-6.242,-0.235,-0.221
4424,-6.000,-5.792,-5.985,-0.239,-0.234
4429,-6.000,-5.753,-5.852,-0.241,-0.241
4434,-6.000,-6.195,-5.784,-0.220,-0.244
4439,-6.000,-5.961,-6.211,-0.231,-0.223
4444,-6.000,-6.302,-5.969,-0.214,-0.235
4449,-6.000,-6.016,-5.844,-0.228,-0.241
4454,-6.000,-5.868,-6.242,-0.235,-0.221
4459,-6.000,-5.792,-5.985,-0.239,-0.234
4464,-6.000,-5.753,-5.852,-0.242,-0.241
4469,-6.000,-6.195,-5.784,-0.220,-0.244
4474,-6.000,-5.961,-6.211,-0.231,-0.223
4479,-6.000,-5.840,-5.969,-0.237,-0.235
4484,-6.000,-6.240,-5.844,-0.218,-0.241
4489,-6.000,-5.984,-6.242,-0.230,-0.222
4494,-6.000,-5.852,-5.985,-0.237,-0.234
4499,-6.000,-5.784,-5.852,-0.240,-0.241
4504,0.000,-6.211,-5.784,0.255,0.230
4509,0.000,-5.969,-5.749,0.249,0.234
4514,0.000,-4.920,-5.269,0.203,0.215
4519,0.000,-3.919,-4.098,0.157,0.162
4524,0.000,-3.403,-3.034,0.136,0.113
4529,0.000,-2.214,-2.486,0.079,0.089
4534,0.000,-1.602,-1.280,0.051,0.031
4539,0.000,-0.825,-1.121,0.014,0.024
4544,0.000,-0.424,-0.577,-0.005,-0.002
4549,0.000,-0.219,-0.297,-0.015,-0.015
4554,0.000,-0.112,-0.153,-0.020,-0.022
4559,0.000,-0.058,-0.079,-0.023,-0.026
4564,0.000,-0.030,-0.041,-0.024,-0.028
4569,0.000,-0.015,-0.021,-0.025,-0.029
4574,0.000,-0.008,-0.011,-0.025,-0.029
4579,0.000,-0.004,-0.006,-0.026,-0.029
4584,0.000,-0.002,-0.003,-0.026,-0.029
4589,0.000,-0.001,-0.001,-0.026,-0.029
4594,0.000,-0.462,-0.001,-0.003,-0.029
4599,0.000,-0.238,-0.000,-0.013,-0.029
4604,0.000,-0.123,-0.000,-0.019,-0.030
4609,0.000,-0.063,-0.000,-0.022,-0.030
4614,0.000,-0.032,-0.000,-0.023,-0.030
4619,0.000,-0.017,-0.000,-0.024,-0.030
4624,0.000,-0.009,-0.000,-0.024,-0.030
4629,0.000,-0.004,-0.000,-0.025,-0.030
4634,0.000,-0.002,-0.000,-0.025,-0.030
4639,0.000,-0.001,-0.000,-0.025,-0.030
4644,0.000,-0.001,-0.000,-0.025,-0.030
4649,0.000,-0.000,-0.000,-0.025,-0.030
4654,0.000,-0.000,-0.000,-0.025,-0.030
4659,0.000,-0.000,-0.000,-0.025,-0.030
4664,0.000,-0.000,-0.000,-0.025,-0.030
4669,0.000,-0.000,-0.000,-0.025,-0.030
4674,0.000,-0.000,-0.000,-0.025,-0.030
4679,0.000,-0.000,-0.000,-0.025,-0.030
4684,0.000,-0.000,-0.000,-0.025,-0.030
4689,0.000,-0.000,-0.000,-0.025,-0.030
4694,0.000,-0.000,-0.000,-0.025,-0.030
4699,0.000,-0.000,-0.000,-0.025,-0.030
4704,0.000,-0.000,-0.000,-0.025,-0.030
4709,0.000,-0.000,-0.000,-0.025,-0.030
4714,0.000,-0.000,-0.000,-0.025,-0.030
4719,0.000,-0.000,-0.000,-0.025,-0.030
4724,0.000,-0.000,-0.000,-0.025,-0.030
4729,0.000,-0.000,-0.000,-0.025,-0.030
4734,0.000,-0.000,-0.000,-0.025,-0.030
4739,0.000,-0.000,-0.000,-0.025,-0.030
4744,0.000,-0.000,-0.000,-0.025,-0.030
4749,0.000,-0.000,-0.000,-0.025,-0.030
4754,0.000,-0.000,-0.000,-0.025,-0.030
4759,0.000,-0.000,-0.000,-0.025,-0.030
4764,0.000,-0.000,-0.000,-0.025,-0.030
4769,0.000,-0.000,-0.000,-0.025,-0.030
4774,0.000,-0.000,-0.000,-0.025,-0.030
4779,0.000,-0.000,-0.000,-0.025,-0.030
4784,0.000,-0.000,-0.000,-0.025,-0.030
4789,0.000,-0.000,-0.000,-0.025,-0.030
4794,0.000,-0.000,-0.000,-0.025,-0.030
4799,0.000,-0.000,-0.000,-0.025,-0.030
4804,0.000,-0.000,-0.000,-0.025,-0.030
4809,0.000,-0.000,-0.000,-0.025,-0.030
4814,0.000,-0.000,-0.000,-0.025,-0.030
4819,0.000,-0.000,-0.000,-0.025,-0.030
4824,0.000,-0.000,-0.000,-0.025,-0.030
4829,0.000,-0.000,-0.000,-0.025,-0.030
4834,0.000,-0.000,-0.000,-0.025,-0.030
4839,0.000,-0.000,-0.000,-0.025,-0.030
4844,0.000,-0.000,-0.000,-0.025,-0.030
4849,0.000,-0.000,-0.000,-0.025,-0.030
4854,0.000,-0.000,-0.000,-0.025,-0.030
4859,0.000,-0.000,-0.000,-0.025,-0.030
4864,0.000,-0.000,-0.000,-0.025,-0.030
4869,0.000,-0.000,-0.000,-0.025,-0.030
4874,0.000,-0.000,-0.000,-0.025,-0.030
4879,0.000,-0.000,-0.000,-0.025,-0.030
4884,0.000,-0.000,-0.000,-0.025,-0.030
4889,0.000,-0.000,-0.000,-0.025,-0.030
4894,0.000,-0.000,-0.000,-0.025,-0.030
4899,0.000,-0.000,-0.000,-0.025,-0.030
4904,0.000,-0.000,-0.000,-0.025,-0.030
4909,0.000,-0.000,-0.000,-0.025,-0.030
4914,0.000,-0.000,-0.000,-0.025,-0.030
4919,0.000,-0.000,-0.000,-0.025,-0.030
4924,0.000,-0.000,-0.000,-0.025,-0.030
4929,0.000,-0.000,-0.000,-0.025,-0.030
4934,0.000,-0.000,-0.000,-0.025,-0.030
4939,0.000,-0.000,-0.000,-0.025,-0.030
4944,0.000,-0.000,-0.000,-0.025,-0.030
4949,0.000,-0.000,-0.000,-0.025,-0.030
4954,0.000,-0.000,-0.000,-0.025,-0.030
4959,0.000,-0.000,-0.000,-0.025,-0.030
4964,0.000,-0.000,-0.000,-0.025,-0.030
4969,0.000,-0.000,-0.000,-0.025,-0.030
4974,0.000,-0.000,-0.000,-0.025,-0.030
4979,0.000,-0.000,-0.000,-0.025,-0.030
4984,0.000,-0.000,-0.000,-0.025,-0.030
4989,0.000,-0.000,-0.000,-0.025,-0.030
4994,0.000,-0.000,-0.000,-0.025,-0.030
4999,0.000,-0.000,-0.000,-0.025,-0.030
t_ms,wref,wl,wr,dl,dr
4,0.000,-0.000,-0.000,0.000,0.000
9,0.000,-0.000,-0.000,0.000,0.000
14,0.000,-0.000,-0.000,0.000,0.000
19,0.000,-0.000,-0.000,0.000,0.000
24,0.000,-0.000,-0.000,0.000,0.000
29,0.000,-0.000,-0.000,0.000,0.000
34,0.000,-0.000,-0.000,0.000,0.000
39,0.000,-0.000,-0.000,0.000,0.000
44,0.000,-0.000,-0.000,0.000,0.000
49,0.000,-0.000,-0.000,0.000,0.000
54,0.000,-0.000,-0.000,0.000,0.000
59,0.000,-0.000,-0.000,0.000,0.000
64,0.000,-0.000,-0.000,0.000,0.000
69,0.000,-0.000,-0.000,0.000,0.000
74,0.000,-0.000,-0.000,0.000,0.000
79,0.000,-0.000,-0.000,0.000,0.000
84,0.000,-0.000,-0.000,0.000,0.000
89,0.000,-0.000,-0.000,0.000,0.000
94,0.000,-0.000,-0.000,0.000,0.000
99,0.000,-0.000,-0.000,0.000,0.000
104,0.000,-0.000,-0.000,0.000,0.000
109,0.000,-0.000,-0.000,0.000,0.000
114,0.000,-0.000,-0.000,0.000,0.000
119,0.000,-0.000,-0.000,0.000,0.000
124,0.000,-0.000,-0.000,0.000,0.000
129,0.000,-0.000,-0.000,0.000,0.000
134,0.000,-0.000,-0.000,0.000,0.000
139,0.000,-0.000,-0.000,0.000,0.000
144,0.000,-0.000,-0.000,0.000,0.000
149,0.000,-0.000,-0.000,0.000,0.000
154,0.000,-0.000,-0.000,0.000,0.000
159,0.000,-0.000,-0.000,0.000,0.000
164,0.000,-0.000,-0.000,0.000,0.000
169,0.000,-0.000,-0.000,0.000,0.000
174,0.000,-0.000,-0.000,0.000,0.000
179,0.000,-0.000,-0.000,0.000,0.000
184,0.000,-0.000,-0.000,0.000,0.000
189,0.000,-0.000,-0.000,0.000,0.000
194,0.000,-0.000,-0.000,0.000,0.000
199,0.000,-0.000,-0.000,0.000,0.000
204,0.000,-0.000,-0.000,0.000,0.000
209,0.000,-0.000,-0.000,0.000,0.000
214,0.000,-0.000,-0.000,0.000,0.000
219,0.000,-0.000,-0.000,0.000,0.000
224,0.000,-0.000,-0.000,0.000,0.000
229,0.000,-0.000,-0.000,0.000,0.000
234,0.000,-0.000,-0.000,0.000,0.000
239,0.000,-0.000,-0.000,0.000,0.000
244,0.000,-0.000,-0.000,0.000,0.000
249,0.000,-0.000,-0.000,0.000,0.000
254,0.000,-0.000,-0.000,0.000,0.000
259,0.000,-0.000,-0.000,0.000,0.000
264,0.000,-0.000,-0.000,0.000,0.000
269,0.000,-0.000,-0.000,0.000,0.000
274,0.000,-0.000,-0.000,0.000,0.000
279,0.000,-0.000,-0.000,0.000,0.000
284,0.000,-0.000,-0.000,0.000,0.000
289,0.000,-0.000,-0.000,0.000,0.000
294,0.000,-0.000,-0.000,0.000,0.000
299,0.000,-0.000,-0.000,0.000,0.000
304,0.000,-0.000,-0.000,0.000,0.000
309,0.000,-0.000,-0.000,0.000,0.000
314,0.000,-0.000,-0.000,0.000,0.000
319,0.000,-0.000,-0.000,0.000,0.000
324,0.000,-0.000,-0.000,0.000,0.000
329,0.000,-0.000,-0.000,0.000,0.000
334,0.000,-0.000,-0.000,0.000,0.000
339,0.000,-0.000,-0.000,0.000,0.000
344,0.000,-0.000,-0.000,0.000,0.000
349,0.000,-0.000,-0.000,0.000,0.000
354,0.000,-0.000,-0.000,0.000,0.000
359,0.000,-0.000,-0.000,0.000,0.000
364,0.000,-0.000,-0.000,0.000,0.000
369,0.000,-0.000,-0.000,0.000,0.000
374,0.000,-0.000,-0.000,0.000,0.000
379,0.000,-0.000,-0.000,0.000,0.000
384,0.000,-0.000,-0.000,0.000,0.000
389,0.000,-0.000,-0.000,0.000,0.000
394,0.000,-0.000,-0.000,0.000,0.000
399,0.000,-0.000,-0.000,0.000,0.000
404,0.000,-0.000,-0.000,0.000,0.000
409,0.000,-0.000,-0.000,0.000,0.000
414,0.000,-0.000,-0.000,0.000,0.000
419,0.000,-0.000,-0.000,0.000,0.000
424,0.000,-0.000,-0.000,0.000,0.000
429,0.000,-0.000,-0.000,0.000,0.000
434,0.000,-0.000,-0.000,0.000,0.000
439,0.000,-0.000,-0.000,0.000,0.000
444,0.000,-0.000,-0.000,0.000,0.000
449,0.000,-0.000,-0.000,0.000,0.000
454,0.000,-0.000,-0.000,0.000,0.000
459,0.000,-0.000,-0.000,0.000,0.000
464,0.000,-0.000,-0.000,0.000,0.000
469,0.000,-0.000,-0.000,0.000,0.000
474,0.000,-0.000,-0.000,0.000,0.000
479,0.000,-0.000,-0.000,0.000,0.000
484,0.000,-0.000,-0.000,0.000,0.000
489,0.000,-0.000,-0.000,0.000,0.000
494,0.000,-0.000,-0.000,0.000,0.000
499,0.000,-0.000,-0.000,0.000,0.000
504,6.000,-0.000,-0.000,0.474,0.474
509,6.000,-0.000,-0.000,0.480,0.480
514,6.000,0.924,0.462,0.440,0.463
519,6.000,1.399,1.624,0.421,0.410
524,6.000,2.568,2.683,0.367,0.362
529,6.000,3.632,3.229,0.318,0.338
534,6.000,4.179,3.972,0.293,0.303
539,6.000,4.923,4.816,0.257,0.263
544,6.000,5.306,5.251,0.239,0.243
549,6.000,5.503,5.475,0.230,0.232
554,6.000,5.604,5.128,0.225,0.250
559,6.000,5.657,5.411,0.223,0.237
564,6.000,5.683,5.557,0.222,0.230
569,6.000,5.697,6.094,0.222,0.204
574,6.000,5.704,5.909,0.222,0.213
579,6.000,6.170,5.813,0.199,0.218
584,6.000,5.948,5.764,0.210,0.220
589,6.000,5.371,5.739,0.239,0.222
594,6.000,5.537,5.264,0.231,0.246
599,6.000,5.622,5.943,0.227,0.213
604,6.000,5.666,5.831,0.225,0.218
609,6.000,5.688,5.773,0.225,0.221
614,6.000,5.700,5.282,0.224,0.246
619,6.000,5.706,5.490,0.224,0.236
624,6.000,5.709,6.060,0.224,0.208
629,6.000,5.710,5.891,0.225,0.217
634,6.000,5.711,5.804,0.225,0.221
639,6.000,5.712,5.759,0.225,0.224
644,6.000,5.712,5.736,0.225,0.225
649,6.000,5.712,5.725,0.226,0.226
654,6.000,5.712,5.718,0.226,0.227
659,6.000,5.712,5.715,0.226,0.227
664,6.000,5.712,5.714,0.227,0.227
669,6.000,5.712,5.713,0.227,0.228
674,6.000,5.712,5.712,0.227,0.228
679,6.000,5.712,5.712,0.227,0.228
684,6.000,5.712,5.712,0.228,0.229
689,6.000,6.174,5.712,0.205,0.229
694,6.000,5.950,5.712,0.216,0.229
699,6.000,5.834,5.712,0.222,0.229
704,6.000,5.313,5.712,0.248,0.230
709,6.000,5.507,6.174,0.239,0.207
714,6.000,6.068,5.950,0.211,0.218
719,6.000,5.895,5.834,0.220,0.224
724,6.000,5.806,5.775,0.225,0.227
729,6.000,5.761,5.744,0.227,0.229
734,6.000,5.737,5.729,0.228,0.230
739,6.000,5.725,5.721,0.229,0.230
744,6.000,5.719,5.716,0.230,0.231
749,6.000,5.715,5.714,0.230,0.231
754,6.000,5.714,6.175,0.231,0.209
759,6.000,5.713,5.950,0.231,0.220
764,6.000,5.712,5.835,0.231,0.225
769,6.000,5.712,5.775,0.232,0.229
774,6.000,5.712,5.745,0.232,0.230
779,6.000,6.174,5.729,0.209,0.231
784,6.000,5.950,5.721,0.220,0.232
789,6.000,5.834,5.716,0.226,0.233
794,6.000,5.775,5.714,0.229,0.233
799,6.000,5.744,5.713,0.231,0.233
804,6.000,5.729,6.174,0.232,0.211
809,6.000,5.721,5.950,0.233,0.222
814,6.000,5.716,5.835,0.233,0.227
819,6.000,5.714,5.775,0.233,0.231
824,6.000,5.713,5.744,0.234,0.232
829,6.000,5.713,5.729,0.234,0.233
834,6.000,6.174,6.182,0.211,0.211
839,6.000,5.950,5.954,0.222,0.222
844,6.000,5.834,5.837,0.228,0.228
849,6.000,5.775,5.776,0.231,0.231
854,6.000,5.744,5.745,0.233,0.233
859,6.000,5.729,5.729,0.234,0.234
864,6.000,5.721,5.721,0.235,0.235
869,6.000,6.178,6.178,0.212,0.212
874,6.000,5.952,5.952,0.223,0.223
879,6.000,5.836,5.836,0.229,0.229
884,6.000,5.776,5.776,0.232,0.232
889,6.000,5.745,5.745,0.234,0.234
894,6.000,5.729,6.191,0.235,0.212
899,6.000,5.721,5.958,0.236,0.223
904,6.000,5.716,5.839,0.236,0.230
909,6.000,6.176,5.777,0.214,0.233
914,6.000,5.951,5.746,0.225,0.235
919,6.000,5.835,5.729,0.231,0.236
924,6.000,5.775,5.721,0.234,0.236
929,6.000,5.745,6.178,0.235,0.214
934,6.000,5.729,5.952,0.237,0.225
939,6.000,6.183,5.836,0.214,0.231
944,6.000,5.954,5.776,0.225,0.234
949,6.000,5.837,6.207,0.231,0.213
954,6.000,5.776,5.967,0.234,0.224
959,6.000,5.745,5.843,0.236,0.231
964,6.000,5.729,5.779,0.237,0.234
969,6.000,6.183,5.747,0.215,0.236
974,6.000,5.954,5.730,0.226,0.237
979,6.000,5.837,5.721,0.232,0.238
984,6.000,5.776,6.179,0.235,0.215
989,6.000,5.745,5.952,0.237,0.226
994,6.000,6.191,5.836,0.215,0.232
999,6.000,5.959,6.238,0.226,0.212
1004,6.000,5.839,5.983,0.232,0.225
1009,6.000,5.777,5.851,0.236,0.231
1014,6.000,5.746,5.784,0.237,0.235
1019,6.000,5.729,5.749,0.239,0.237
1024,6.000,5.721,5.731,0.239,0.238
1029,6.000,6.178,6.184,0.217,0.215
1034,6.000,5.952,5.955,0.228,0.227
1039,6.000,5.836,5.837,0.234,0.233
1044,6.000,5.776,5.776,0.237,0.236
1049,6.000,6.207,6.207,0.215,0.214
1054,6.000,5.967,5.967,0.227,0.226
1059,6.000,5.843,5.843,0.233,0.233
1064,6.000,5.779,5.780,0.237,0.236
1069,6.000,5.747,5.747,0.239,0.238
1074,6.000,5.730,5.730,0.240,0.239
1079,6.000,6.183,6.183,0.217,0.216
1084,6.000,5.955,5.955,0.229,0.228
1089,6.000,5.837,5.837,0.235,0.234
1094,6.000,6.238,6.238,0.215,0.214
1099,6.000,5.983,5.983,0.227,0.226
1104,6.000,5.851,5.851,0.234,0.233
1109,6.000,5.784,5.784,0.237,0.236
1114,6.000,5.749,5.749,0.239,0.238
1119,6.000,5.731,6.193,0.240,0.216
1124,6.000,5.722,5.960,0.241,0.228
1129,6.000,6.179,5.839,0.219,0.234
1134,6.000,5.952,5.778,0.230,0.237
1139,6.000,5.836,6.208,0.236,0.216
1144,6.000,6.238,5.967,0.216,0.228
1149,6.000,5.983,5.843,0.228,0.234
1154,6.000,5.851,5.780,0.235,0.237
1159,6.000,5.784,5.747,0.238,0.239
1164,6.000,5.749,6.192,0.240,0.217
1169,6.000,5.731,5.959,0.241,0.229
1174,6.000,6.184,5.839,0.219,0.235
1179,6.000,5.955,6.239,0.230,0.215
1184,6.000,5.837,5.983,0.236,0.227
1189,6.000,6.238,5.852,0.216,0.234
1194,6.000,5.983,5.784,0.229,0.237
1199,6.000,5.851,5.749,0.235,0.239
1204,6.000,5.784,6.193,0.239,0.217
1209,6.000,5.749,5.960,0.241,0.229
1214,6.000,5.731,5.839,0.242,0.235
1219,6.000,6.184,6.240,0.220,0.215
1224,6.000,5.955,5.984,0.231,0.228
1229,6.000,5.837,5.852,0.237,0.234
1234,6.000,6.238,5.784,0.217,0.238
1239,6.000,5.983,5.749,0.230,0.240
1244,6.000,5.851,6.193,0.236,0.218
1249,6.000,5.784,5.960,0.240,0.229
1254,6.000,5.749,5.839,0.242,0.235
1259,6.000,6.193,6.240,0.220,0.216
1264,6.000,5.960,5.984,0.231,0.228
1269,6.000,5.839,5.852,0.237,0.235
1274,6.000,6.240,5.784,0.217,0.238
1279,6.000,5.984,5.749,0.230,0.240
1284,6.000,5.852,6.193,0.236,0.218
1289,6.000,5.784,5.960,0.240,0.230
1294,6.000,5.749,5.839,0.242,0.236
1299,6.000,6.193,6.240,0.220,0.216
1304,6.000,5.960,5.984,0.232,0.228
1309,6.000,5.839,5.852,0.238,0.235
1314,6.000,5.778,5.784,0.241,0.239
1319,6.000,6.208,5.749,0.220,0.241
1324,6.000,5.967,6.193,0.231,0.219
1329,6.000,5.843,5.960,0.238,0.230
1334,6.000,5.780,5.839,0.241,0.236
1339,6.000,6.209,6.240,0.220,0.216
1344,6.000,5.968,5.984,0.232,0.229
1349,6.000,5.844,5.852,0.238,0.235
1354,6.000,6.242,5.784,0.218,0.239
1359,6.000,5.985,6.211,0.231,0.218
1364,6.000,5.852,5.969,0.237,0.230
1369,6.000,5.784,5.844,0.241,0.236
1374,6.000,5.749,6.242,0.243,0.216
1379,6.000,6.193,5.985,0.221,0.229
1384,6.000,5.960,5.852,0.232,0.236
1389,6.000,5.839,5.784,0.238,0.239
1394,6.000,6.240,5.749,0.219,0.241
1399,6.000,5.984,6.193,0.231,0.219
1404,6.000,5.852,5.960,0.238,0.231
1409,6.000,5.784,6.301,0.241,0.214
1414,6.000,5.749,6.015,0.243,0.228
1419,6.000,6.193,5.868,0.221,0.235
1424,6.000,5.960,5.792,0.233,0.239
1429,6.000,5.839,5.753,0.239,0.241
1434,6.000,6.240,6.195,0.219,0.219
1439,6.000,5.984,5.961,0.231,0.231
1444,6.000,5.852,5.840,0.238,0.237
1449,6.000,5.784,6.240,0.242,0.217
1454,6.000,6.211,5.984,0.221,0.229
1459,6.000,5.969,5.852,0.232,0.236
1464,6.000,5.844,5.784,0.239,0.240
1469,6.000,6.242,6.211,0.219,0.219
1474,6.000,5.985,5.969,0.232,0.230
1479,6.000,5.852,5.844,0.238,0.237
1484,6.000,5.784,6.242,0.242,0.217
1489,6.000,5.749,5.985,0.244,0.230
1494,6.000,6.193,5.852,0.222,0.236
1499,6.000,5.960,5.784,0.233,0.240
1504,6.000,5.839,5.749,0.239,0.242
1509,6.000,6.240,6.193,0.219,0.220
1514,6.000,5.984,5.960,0.232,0.231
1519,6.000,5.852,6.301,0.239,0.214
1524,6.000,5.784,6.015,0.242,0.228
1529,6.000,6.211,5.868,0.221,0.236
1534,6.000,5.969,5.792,0.233,0.239
