t_ms,wref,wl,wr,dl,dr
4249,-6.000,-6.664,-5.712,-0.168,-0.218
4254,-6.000,-5.712,-6.664,-0.215,-0.170
4259,-6.000,-5.712,-5.712,-0.215,-0.217
4264,-6.000,-6.664,-5.712,-0.168,-0.217
4269,-6.000,-5.712,-6.664,-0.215,-0.170
4274,-6.000,-5.712,-5.712,-0.215,-0.217
4279,-6.000,-5.712,-5.712,-0.215,-0.217
4284,-6.000,-6.664,-6.664,-0.168,-0.170
4289,-6.000,-5.712,-5.712,-0.215,-0.217
4294,-6.000,-6.664,-5.712,-0.168,-0.217
4299,-6.000,-5.712,-5.712,-0.215,-0.218
4304,-6.000,-5.712,-6.664,-0.215,-0.170
4309,-6.000,-5.712,-5.712,-0.215,-0.217
4314,-6.000,-6.664,-5.712,-0.168,-0.217
4319,-6.000,-5.712,-6.664,-0.215,-0.170
4324,-6.000,-5.712,-5.712,-0.215,-0.217
4329,-6.000,-6.664,-5.712,-0.168,-0.217
4334,-6.000,-5.712,-6.664,-0.215,-0.170
4339,-6.000,-5.712,-5.712,-0.215,-0.217
4344,-6.000,-5.712,-5.712,-0.215,-0.217
4349,-6.000,-6.664,-5.712,-0.168,-0.218
4354,-6.000,-5.712,-6.664,-0.215,-0.170
4359,-6.000,-6.664,-5.712,-0.168,-0.217
4364,-6.000,-5.712,-6.664,-0.215,-0.170
4369,-6.000,-5.712,-5.712,-0.215,-0.217
4374,-6.000,-5.712,-5.712,-0.215,-0.217
4379,-6.000,-6.664,-5.712,-0.168,-0.217
4384,-6.000,-5.712,-5.712,-0.215,-0.218
4389,-6.000,-5.712,-6.664,-0.215,-0.170
4394,-6.000,-6.664,-5.712,-0.168,-0.217
4399,-6.000,-5.712,-6.664,-0.215,-0.170
4404,-6.000,-5.712,-5.712,-0.215,-0.217
4409,-6.000,-5.712,-5.712,-0.215,-0.217
4414,-6.000,-6.664,-5.712,-0.168,-0.217
4419,-6.000,-5.712,-6.664,-0.215,-0.170
4424,-6.000,-5.712,-5.712,-0.215,-0.217
4429,-6.000,-6.664,-5.712,-0.168,-0.217
4434,-6.000,-5.712,-6.664,-0.215,-0.170
4439,-6.000,-5.712,-5.712,-0.215,-0.217
4444,-6.000,-5.712,-5.712,-0.215,-0.217
4449,-6.000,-6.664,-5.712,-0.168,-0.218
4454,-6.000,-5.712,-6.664,-0.215,-0.170
4459,-6.000,-5.712,-5.712,-0.215,-0.217
4464,-6.000,-6.664,-6.664,-0.168,-0.170
4469,-6.000,-5.712,-5.712,-0.215,-0.217
4474,-6.000,-5.712,-5.712,-0.215,-0.217
4479,-6.000,-5.712,-5.712,-0.216,-0.217
4484,-6.000,-6.664,-6.664,-0.168,-0.170
4489,-6.000,-5.712,-5.712,-0.215,-0.217
4494,-6.000,-6.664,-5.712,-0.168,-0.217
4499,-6.000,-5.712,-6.664,-0.215,-0.170
4504,0.000,-5.712,-5.712,0.259,0.257
4509,0.000,-5.712,-5.712,0.265,0.263
4514,0.000,-3.808,-3.808,0.175,0.173
4519,0.000,-2.856,-1.904,0.131,0.082
4524,0.000,-1.904,-1.904,0.087,0.084
4529,0.000,-0.952,-1.904,0.041,0.086
4534,0.000,-0.952,0.000,0.042,-0.008
4539,0.000,-0.952,0.000,0.043,-0.008
4544,0.000,0.000,-0.952,-0.004,0.040
4549,0.000,0.000,0.000,-0.004,-0.007
4554,0.000,0.000,0.952,-0.004,-0.054
4559,0.000,0.000,0.000,-0.004,-0.008
4564,0.000,0.000,0.000,-0.004,-0.008
4569,0.000,0.000,0.000,-0.004,-0.008
4574,0.000,0.000,0.000,-0.004,-0.008
4579,0.000,0.000,0.000,-0.004,-0.008
4584,0.000,0.000,0.000,-0.004,-0.008
4589,0.000,0.000,0.000,-0.004,-0.008
4594,0.000,0.000,0.000,-0.004,-0.008
4599,0.000,0.000,0.000,-0.004,-0.008
4604,0.000,0.000,0.000,-0.004,-0.008
4609,0.000,0.000,0.000,-0.004,-0.008
4614,0.000,0.000,0.000,-0.004,-0.008
4619,0.000,0.000,0.000,-0.004,-0.008
4624,0.000,0.000,0.000,-0.004,-0.008
4629,0.000,0.000,0.000,-0.004,-0.008
4634,0.000,0.000,0.000,-0.004,-0.008
4639,0.000,0.000,0.000,-0.004,-0.008
4644,0.000,0.000,0.000,-0.004,-0.008
4649,0.000,0.000,0.000,-0.004,-0.008
4654,0.000,0.000,0.000,-0.004,-0.008
4659,0.000,0.000,0.000,-0.004,-0.008
4664,0.000,0.000,0.000,-0.004,-0.008
4669,0.000,0.000,0.000,-0.004,-0.008
4674,0.000,0.000,0.000,-0.004,-0.008
4679,0.000,0.000,0.000,-0.004,-0.008
4684,0.000,0.000,0.000,-0.004,-0.008
4689,0.000,0.000,0.000,-0.004,-0.008
4694,0.000,0.000,0.000,-0.004,-0.008
4699,0.000,0.000,0.000,-0.004,-0.008
4704,0.000,0.000,0.000,-0.004,-0.008
4709,0.000,0.000,0.000,-0.004,-0.008
4714,0.000,0.000,0.000,-0.004,-0.008
4719,0.000,0.000,0.000,-0.004,-0.008
4724,0.000,0.000,0.000,-0.004,-0.008
4729,0.000,0.000,0.000,-0.004,-0.008
4734,0.000,0.000,0.000,-0.004,-0.008
4739,0.000,0.000,0.000,-0.004,-0.008
4744,0.000,0.000,0.000,-0.004,-0.008
4749,0.000,0.000,0.000,-0.004,-0.008
4754,0.000,0.000,0.000,-0.004,-0.008
4759,0.000,0.000,0.000,-0.004,-0.008
4764,0.000,0.000,0.000,-0.004,-0.008
4769,0.000,0.000,0.000,-0.004,-0.008
4774,0.000,0.000,0.000,-0.004,-0.008
4779,0.000,0.000,0.000,-0.004,-0.008
4784,0.000,0.000,0.000,-0.004,-0.008
4789,0.000,0.000,0.000,-0.004,-0.008
4794,0.000,0.000,0.000,-0.004,-0.008
4799,0.000,0.000,0.000,-0.004,-0.008
4804,0.000,0.000,0.000,-0.004,-0.008
4809,0.000,0.000,0.000,-0.004,-0.008
4814,0.000,0.000,0.000,-0.004,-0.008
4819,0.000,0.000,0.000,-0.004,-0.008
4824,0.000,0.000,0.000,-0.004,-0.008
4829,0.000,0.000,0.000,-0.004,-0.008
4834,0.000,0.000,0.000,-0.004,-0.008
4839,0.000,0.000,0.000,-0.004,-0.008
4844,0.000,0.000,0.000,-0.004,-0.008
4849,0.000,0.000,0.000,-0.004,-0.008
4854,0.000,0.000,0.000,-0.004,-0.008
4859,0.000,0.000,0.000,-0.004,-0.008
4864,0.000,0.000,0.000,-0.004,-0.008
4869,0.000,0.000,0.000,-0.004,-0.008
4874,0.000,0.000,0.000,-0.004,-0.008
4879,0.000,0.000,0.000,-0.004,-0.008
4884,0.000,0.000,0.000,-0.004,-0.008
4889,0.000,0.000,0.000,-0.004,-0.008
4894,0.000,0.000,0.000,-0.004,-0.008
4899,0.000,0.000,0.000,-0.004,-0.008
4904,0.000,0.000,0.000,-0.004,-0.008
4909,0.000,0.000,0.000,-0.004,-0.008
4914,0.000,0.000,0.000,-0.004,-0.008
4919,0.000,0.000,0.000,-0.004,-0.008
4924,0.000,0.000,0.000,-0.004,-0.008
4929,0.000,0.000,0.000,-0.004,-0.008
4934,0.000,0.000,0.000,-0.004,-0.008
4939,0.000,0.000,0.000,-0.004,-0.008
4944,0.000,0.000,0.000,-0.004,-0.008
4949,0.000,0.000,0.000,-0.004,-0.008
4954,0.000,0.000,0.000,-0.004,-0.008
4959,0.000,0.000,0.000,-0.004,-0.008
4964,0.000,0.000,0.000,-0.004,-0.008
4969,0.000,0.000,0.000,-0.004,-0.008
4974,0.000,0.000,0.000,-0.004,-0.008
4979,0.000,0.000,0.000,-0.004,-0.008
4984,0.000,0.000,0.000,-0.004,-0.008
4989,0.000,0.000,0.000,-0.004,-0.008
4994,0.000,0.000,0.000,-0.004,-0.008
4999,0.000,0.000,0.000,-0.004,-0.008
